formula_string,transformation_unit,is_addition,new_C,new_H,new_O,new_N,new_S,tu_C,tu_H,tu_O,tu_N,tu_S,new_formula
C20 H11 N1 O12,-C1 -H3 O1 -N1,1,19,8,13,0,0,-1,-3,1,-1,0,C19 H8 O13
C20 H11 N1 O12,H2 O1,1,20,13,13,1,0,0,2,1,0,0,C20 H13 N1 O13
C40 H34 O26,O1,1,40,34,27,0,0,0,0,1,0,0,C40 H34 O27
C40 H34 O26,-H2 -O2,0,40,32,24,0,0,0,-2,-2,0,0,C40 H32 O24
C40 H34 O26,-H2 -O1,0,40,32,25,0,0,0,-2,-1,0,0,C40 H32 O25
C17 H18 O9,O1,1,17,18,10,0,0,0,0,1,0,0,C17 H18 O10
C17 H18 O9,-O1,0,17,18,8,0,0,0,0,-1,0,0,C17 H18 O8
C17 H18 O9,H2 O2,1,17,20,11,0,0,0,2,2,0,0,C17 H20 O11
C17 H18 O9,-H2 -O2,0,17,16,7,0,0,0,-2,-2,0,0,C17 H16 O7
C17 H18 O9,C1 H3 -O1 N1,0,18,21,8,1,0,1,3,-1,1,0,C18 H21 N1 O8
C17 H18 O9,H2 O1,1,17,20,10,0,0,0,2,1,0,0,C17 H20 O10
C17 H18 O9,-H2 -O1,0,17,16,8,0,0,0,-2,-1,0,0,C17 H16 O8
C39 H75 N1 O4,C1 H3 -O1 N1,0,40,78,3,2,0,1,3,-1,1,0,C40 H78 N2 O3
C30 H23 N1 O24,O1,1,30,23,25,1,0,0,0,1,0,0,C30 H23 N1 O25
C30 H23 N1 O24,-O1,0,30,23,23,1,0,0,0,-1,0,0,C30 H23 N1 O23
C30 H23 N1 O24,H2 O1,1,30,25,25,1,0,0,2,1,0,0,C30 H25 N1 O25
C20 H16 O9,O1,1,20,16,10,0,0,0,0,1,0,0,C20 H16 O10
C20 H16 O9,H2 O2,1,20,18,11,0,0,0,2,2,0,0,C20 H18 O11
C20 H16 O9,H2 O1,1,20,18,10,0,0,0,2,1,0,0,C20 H18 O10
C28 H18 N2 O22,-H2 -O1,0,28,16,21,2,0,0,-2,-1,0,0,C28 H16 N2 O21
C8 13C1 H6 O4,O1,1,8,6,5,0,0,0,0,1,0,0,C8 H6 O5
C8 13C1 H6 O4,H2 O2,1,8,8,6,0,0,0,2,2,0,0,C8 H8 O6
C8 13C1 H6 O4,H2 O1,1,8,8,5,0,0,0,2,1,0,0,C8 H8 O5
C30 H32 O21,O1,1,30,32,22,0,0,0,0,1,0,0,C30 H32 O22
C30 H32 O21,-O1,0,30,32,20,0,0,0,0,-1,0,0,C30 H32 O20
C30 H32 O21,-H2 -O2,0,30,30,19,0,0,0,-2,-2,0,0,C30 H30 O19
C30 H32 O21,-H2 -O1,0,30,30,20,0,0,0,-2,-1,0,0,C30 H30 O20
C34 H30 O20,O1,1,34,30,21,0,0,0,0,1,0,0,C34 H30 O21
C34 H30 O20,-O1,0,34,30,19,0,0,0,0,-1,0,0,C34 H30 O19
C34 H30 O20,H2 O2,1,34,32,22,0,0,0,2,2,0,0,C34 H32 O22
C34 H30 O20,-H2 -O2,0,34,28,18,0,0,0,-2,-2,0,0,C34 H28 O18
C34 H30 O20,H2 O1,1,34,32,21,0,0,0,2,1,0,0,C34 H32 O21
C34 H30 O20,-H2 -O1,0,34,28,19,0,0,0,-2,-1,0,0,C34 H28 O19
C26 H24 O14,O1,1,26,24,15,0,0,0,0,1,0,0,C26 H24 O15
C26 H24 O14,-O1,0,26,24,13,0,0,0,0,-1,0,0,C26 H24 O13
C26 H24 O14,H2 O2,1,26,26,16,0,0,0,2,2,0,0,C26 H26 O16
C26 H24 O14,-H2 -O2,0,26,22,12,0,0,0,-2,-2,0,0,C26 H22 O12
C26 H24 O14,H2 O1,1,26,26,15,0,0,0,2,1,0,0,C26 H26 O15
C26 H24 O14,-H2 -O1,0,26,22,13,0,0,0,-2,-1,0,0,C26 H22 O13
C19 13C1 H20 O16,-O1,0,19,20,15,0,0,0,0,-1,0,0,C19 H20 O15
C19 13C1 H20 O16,-H2 -O2,0,19,18,14,0,0,0,-2,-2,0,0,C19 H18 O14
C19 13C1 H20 O16,-H2 -O1,0,19,18,15,0,0,0,-2,-1,0,0,C19 H18 O15
C16 13C1 H20 O10,O1,1,16,20,11,0,0,0,0,1,0,0,C16 H20 O11
C16 13C1 H20 O10,-O1,0,16,20,9,0,0,0,0,-1,0,0,C16 H20 O9
C16 13C1 H20 O10,H2 O2,1,16,22,12,0,0,0,2,2,0,0,C16 H22 O12
C16 13C1 H20 O10,-H2 -O2,0,16,18,8,0,0,0,-2,-2,0,0,C16 H18 O8
C16 13C1 H20 O10,H2 O1,1,16,22,11,0,0,0,2,1,0,0,C16 H22 O11
C16 13C1 H20 O10,-H2 -O1,0,16,18,9,0,0,0,-2,-1,0,0,C16 H18 O9
C19 H23 N1 O13,-O1,0,19,23,12,1,0,0,0,-1,0,0,C19 H23 N1 O12
C19 H23 N1 O13,-H2 -O2,0,19,21,11,1,0,0,-2,-2,0,0,C19 H21 N1 O11
C19 H23 N1 O13,-C1 -H3 O1 -N1,1,18,20,14,0,0,-1,-3,1,-1,0,C18 H20 O14
C19 H23 N1 O13,-H2 -O1,0,19,21,12,1,0,0,-2,-1,0,0,C19 H21 N1 O12
C24 H26 N2 O22 S1,O1,1,24,26,23,2,1,0,0,1,0,0,C24 H26 N2 O23 S1
C24 H26 N2 O22 S1,-H2 -O2,0,24,24,20,2,1,0,-2,-2,0,0,C24 H24 N2 O20 S1
C32 H22 O20,O1,1,32,22,21,0,0,0,0,1,0,0,C32 H22 O21
C32 H22 O20,-O1,0,32,22,19,0,0,0,0,-1,0,0,C32 H22 O19
C32 H22 O20,H2 O2,1,32,24,22,0,0,0,2,2,0,0,C32 H24 O22
C32 H22 O20,-H2 -O2,0,32,20,18,0,0,0,-2,-2,0,0,C32 H20 O18
C32 H22 O20,H2 O1,1,32,24,21,0,0,0,2,1,0,0,C32 H24 O21
C32 H22 O20,-H2 -O1,0,32,20,19,0,0,0,-2,-1,0,0,C32 H20 O19
C40 H74 N2 O2 34S1,O1,1,40,74,3,2,0,0,0,1,0,0,C40 H74 N2 O3
C40 H74 N2 O2 34S1,-C1 -H3 O1 -N1,1,39,71,3,1,0,-1,-3,1,-1,0,C39 H71 N1 O3
C40 H74 N2 O2 34S1,H2 O1,1,40,76,3,2,0,0,2,1,0,0,C40 H76 N2 O3
C40 H74 N2 O2 34S1,-H2 -O1,0,40,72,1,2,0,0,-2,-1,0,0,C40 H72 N2 O1
C24 H14 N2 O12 34S1,-O1,0,24,14,11,2,0,0,0,-1,0,0,C24 H14 N2 O11
C40 H79 N1 O5 S1,-H2 -O2,0,40,77,3,1,1,0,-2,-2,0,0,C40 H77 N1 O3 S1
C40 H79 N1 O5 S1,-C1 -H3 O1 -N1,1,39,76,6,0,1,-1,-3,1,-1,0,C39 H76 O6 S1
C40 H79 N1 O5 S1,H2 O1,1,40,81,6,1,1,0,2,1,0,0,C40 H81 N1 O6 S1
C27 H20 O16,O1,1,27,20,17,0,0,0,0,1,0,0,C27 H20 O17
C27 H20 O16,-O1,0,27,20,15,0,0,0,0,-1,0,0,C27 H20 O15
C27 H20 O16,H2 O2,1,27,22,18,0,0,0,2,2,0,0,C27 H22 O18
C27 H20 O16,C1 H3 -O1 N1,0,28,23,15,1,0,1,3,-1,1,0,C28 H23 N1 O15
C27 H20 O16,H2 O1,1,27,22,17,0,0,0,2,1,0,0,C27 H22 O17
C27 H20 O16,-H2 -O1,0,27,18,15,0,0,0,-2,-1,0,0,C27 H18 O15
C15 H14 O14,-O1,0,15,14,13,0,0,0,0,-1,0,0,C15 H14 O13
C15 H14 O14,-H2 -O2,0,15,12,12,0,0,0,-2,-2,0,0,C15 H12 O12
C15 H14 O14,C1 H3 -O1 N1,0,16,17,13,1,0,1,3,-1,1,0,C16 H17 N1 O13
C15 H14 O14,-H2 -O1,0,15,12,13,0,0,0,-2,-1,0,0,C15 H12 O13
C13 H11 N1 O7,O1,1,13,11,8,1,0,0,0,1,0,0,C13 H11 N1 O8
C13 H11 N1 O7,-O1,0,13,11,6,1,0,0,0,-1,0,0,C13 H11 N1 O6
C13 H11 N1 O7,H2 O2,1,13,13,9,1,0,0,2,2,0,0,C13 H13 N1 O9
C13 H11 N1 O7,-C1 -H3 O1 -N1,1,12,8,8,0,0,-1,-3,1,-1,0,C12 H8 O8
C13 H11 N1 O7,H2 O1,1,13,13,8,1,0,0,2,1,0,0,C13 H13 N1 O8
C20 H16 O13,O1,1,20,16,14,0,0,0,0,1,0,0,C20 H16 O14
C20 H16 O13,-O1,0,20,16,12,0,0,0,0,-1,0,0,C20 H16 O12
C20 H16 O13,H2 O2,1,20,18,15,0,0,0,2,2,0,0,C20 H18 O15
C20 H16 O13,-H2 -O2,0,20,14,11,0,0,0,-2,-2,0,0,C20 H14 O11
C20 H16 O13,C1 H3 -O1 N1,0,21,19,12,1,0,1,3,-1,1,0,C21 H19 N1 O12
C20 H16 O13,H2 O1,1,20,18,14,0,0,0,2,1,0,0,C20 H18 O14
C20 H16 O13,-H2 -O1,0,20,14,12,0,0,0,-2,-1,0,0,C20 H14 O12
C26 H32 O17,O1,1,26,32,18,0,0,0,0,1,0,0,C26 H32 O18
C26 H32 O17,-O1,0,26,32,16,0,0,0,0,-1,0,0,C26 H32 O16
C26 H32 O17,-H2 -O2,0,26,30,15,0,0,0,-2,-2,0,0,C26 H30 O15
C26 H32 O17,-H2 -O1,0,26,30,16,0,0,0,-2,-1,0,0,C26 H30 O16
C24 H17 N1 O15,O1,1,24,17,16,1,0,0,0,1,0,0,C24 H17 N1 O16
C24 H17 N1 O15,-O1,0,24,17,14,1,0,0,0,-1,0,0,C24 H17 N1 O14
C24 H17 N1 O15,H2 O2,1,24,19,17,1,0,0,2,2,0,0,C24 H19 N1 O17
C24 H17 N1 O15,-H2 -O2,0,24,15,13,1,0,0,-2,-2,0,0,C24 H15 N1 O13
C24 H17 N1 O15,-C1 -H3 O1 -N1,1,23,14,16,0,0,-1,-3,1,-1,0,C23 H14 O16
C24 H17 N1 O15,H2 O1,1,24,19,16,1,0,0,2,1,0,0,C24 H19 N1 O16
C24 H17 N1 O15,-H2 -O1,0,24,15,14,1,0,0,-2,-1,0,0,C24 H15 N1 O14
C28 H19 N1 O18,O1,1,28,19,19,1,0,0,0,1,0,0,C28 H19 N1 O19
C28 H19 N1 O18,-O1,0,28,19,17,1,0,0,0,-1,0,0,C28 H19 N1 O17
C28 H19 N1 O18,-C1 -H3 O1 -N1,1,27,16,19,0,0,-1,-3,1,-1,0,C27 H16 O19
C28 H19 N1 O18,H2 O1,1,28,21,19,1,0,0,2,1,0,0,C28 H21 N1 O19
C28 H19 N1 O18,-H2 -O1,0,28,17,17,1,0,0,-2,-1,0,0,C28 H17 N1 O17
C31 H32 O18,O1,1,31,32,19,0,0,0,0,1,0,0,C31 H32 O19
C31 H32 O18,-O1,0,31,32,17,0,0,0,0,-1,0,0,C31 H32 O17
C31 H32 O18,H2 O2,1,31,34,20,0,0,0,2,2,0,0,C31 H34 O20
C31 H32 O18,H2 O1,1,31,34,19,0,0,0,2,1,0,0,C31 H34 O19
C31 H32 O18,-H2 -O1,0,31,30,17,0,0,0,-2,-1,0,0,C31 H30 O17
C22 H8 N2 O13,O1,1,22,8,14,2,0,0,0,1,0,0,C22 H8 N2 O14
C22 H8 N2 O13,H2 O2,1,22,10,15,2,0,0,2,2,0,0,C22 H10 N2 O15
C22 H8 N2 O13,H2 O1,1,22,10,14,2,0,0,2,1,0,0,C22 H10 N2 O14
C21 H15 N1 O14,O1,1,21,15,15,1,0,0,0,1,0,0,C21 H15 N1 O15
C21 H15 N1 O14,-O1,0,21,15,13,1,0,0,0,-1,0,0,C21 H15 N1 O13
C21 H15 N1 O14,-H2 -O2,0,21,13,12,1,0,0,-2,-2,0,0,C21 H13 N1 O12
C21 H15 N1 O14,-C1 -H3 O1 -N1,1,20,12,15,0,0,-1,-3,1,-1,0,C20 H12 O15
C21 H15 N1 O14,H2 O1,1,21,17,15,1,0,0,2,1,0,0,C21 H17 N1 O15
C21 H15 N1 O14,-H2 -O1,0,21,13,13,1,0,0,-2,-1,0,0,C21 H13 N1 O13
C30 H18 O22,O1,1,30,18,23,0,0,0,0,1,0,0,C30 H18 O23
C30 H18 O22,-O1,0,30,18,21,0,0,0,0,-1,0,0,C30 H18 O21
C30 H18 O22,-H2 -O2,0,30,16,20,0,0,0,-2,-2,0,0,C30 H16 O20
C30 H18 O22,C1 H3 -O1 N1,0,31,21,21,1,0,1,3,-1,1,0,C31 H21 N1 O21
C30 H18 O22,-H2 -O1,0,30,16,21,0,0,0,-2,-1,0,0,C30 H16 O21
C17 13C1 H12 O12,O1,1,17,12,13,0,0,0,0,1,0,0,C17 H12 O13
C17 13C1 H12 O12,-O1,0,17,12,11,0,0,0,0,-1,0,0,C17 H12 O11
C17 13C1 H12 O12,H2 O2,1,17,14,14,0,0,0,2,2,0,0,C17 H14 O14
C17 13C1 H12 O12,-H2 -O2,0,17,10,10,0,0,0,-2,-2,0,0,C17 H10 O10
C17 13C1 H12 O12,C1 H3 -O1 N1,0,18,15,11,1,0,1,3,-1,1,0,C18 H15 N1 O11
C17 13C1 H12 O12,H2 O1,1,17,14,13,0,0,0,2,1,0,0,C17 H14 O13
C17 13C1 H12 O12,-H2 -O1,0,17,10,11,0,0,0,-2,-1,0,0,C17 H10 O11
C13 H13 N1 O7,O1,1,13,13,8,1,0,0,0,1,0,0,C13 H13 N1 O8
C13 H13 N1 O7,-O1,0,13,13,6,1,0,0,0,-1,0,0,C13 H13 N1 O6
C13 H13 N1 O7,H2 O2,1,13,15,9,1,0,0,2,2,0,0,C13 H15 N1 O9
C13 H13 N1 O7,-C1 -H3 O1 -N1,1,12,10,8,0,0,-1,-3,1,-1,0,C12 H10 O8
C13 H13 N1 O7,H2 O1,1,13,15,8,1,0,0,2,1,0,0,C13 H15 N1 O8
C13 H13 N1 O7,-H2 -O1,0,13,11,6,1,0,0,-2,-1,0,0,C13 H11 N1 O6
C32 H32 O20,O1,1,32,32,21,0,0,0,0,1,0,0,C32 H32 O21
C32 H32 O20,-O1,0,32,32,19,0,0,0,0,-1,0,0,C32 H32 O19
C32 H32 O20,H2 O2,1,32,34,22,0,0,0,2,2,0,0,C32 H34 O22
C32 H32 O20,-H2 -O2,0,32,30,18,0,0,0,-2,-2,0,0,C32 H30 O18
C32 H32 O20,H2 O1,1,32,34,21,0,0,0,2,1,0,0,C32 H34 O21
C32 H32 O20,-H2 -O1,0,32,30,19,0,0,0,-2,-1,0,0,C32 H30 O19
C13 13C1 H16 O8,O1,1,13,16,9,0,0,0,0,1,0,0,C13 H16 O9
C13 13C1 H16 O8,-O1,0,13,16,7,0,0,0,0,-1,0,0,C13 H16 O7
C13 13C1 H16 O8,H2 O2,1,13,18,10,0,0,0,2,2,0,0,C13 H18 O10
C13 13C1 H16 O8,-H2 -O2,0,13,14,6,0,0,0,-2,-2,0,0,C13 H14 O6
C13 13C1 H16 O8,H2 O1,1,13,18,9,0,0,0,2,1,0,0,C13 H18 O9
C13 13C1 H16 O8,-H2 -O1,0,13,14,7,0,0,0,-2,-1,0,0,C13 H14 O7
C30 H24 O12 S1 34S1,-H2 -O2,0,30,22,10,0,1,0,-2,-2,0,0,C30 H22 O10 S1
C17 13C1 H12 O11,O1,1,17,12,12,0,0,0,0,1,0,0,C17 H12 O12
C17 13C1 H12 O11,-O1,0,17,12,10,0,0,0,0,-1,0,0,C17 H12 O10
C17 13C1 H12 O11,H2 O2,1,17,14,13,0,0,0,2,2,0,0,C17 H14 O13
C17 13C1 H12 O11,-H2 -O2,0,17,10,9,0,0,0,-2,-2,0,0,C17 H10 O9
C17 13C1 H12 O11,C1 H3 -O1 N1,0,18,15,10,1,0,1,3,-1,1,0,C18 H15 N1 O10
C17 13C1 H12 O11,H2 O1,1,17,14,12,0,0,0,2,1,0,0,C17 H14 O12
C17 13C1 H12 O11,-H2 -O1,0,17,10,10,0,0,0,-2,-1,0,0,C17 H10 O10
C27 H16 O17,O1,1,27,16,18,0,0,0,0,1,0,0,C27 H16 O18
C27 H16 O17,-O1,0,27,16,16,0,0,0,0,-1,0,0,C27 H16 O16
C27 H16 O17,H2 O2,1,27,18,19,0,0,0,2,2,0,0,C27 H18 O19
C27 H16 O17,C1 H3 -O1 N1,0,28,19,16,1,0,1,3,-1,1,0,C28 H19 N1 O16
C27 H16 O17,H2 O1,1,27,18,18,0,0,0,2,1,0,0,C27 H18 O18
C27 H16 O17,-H2 -O1,0,27,14,16,0,0,0,-2,-1,0,0,C27 H14 O16
C19 H12 O15,O1,1,19,12,16,0,0,0,0,1,0,0,C19 H12 O16
C19 H12 O15,-O1,0,19,12,14,0,0,0,0,-1,0,0,C19 H12 O14
C19 H12 O15,H2 O2,1,19,14,17,0,0,0,2,2,0,0,C19 H14 O17
C19 H12 O15,-H2 -O2,0,19,10,13,0,0,0,-2,-2,0,0,C19 H10 O13
C19 H12 O15,C1 H3 -O1 N1,0,20,15,14,1,0,1,3,-1,1,0,C20 H15 N1 O14
C19 H12 O15,H2 O1,1,19,14,16,0,0,0,2,1,0,0,C19 H14 O16
C19 H12 O15,-H2 -O1,0,19,10,14,0,0,0,-2,-1,0,0,C19 H10 O14
C11 H6 O7,O1,1,11,6,8,0,0,0,0,1,0,0,C11 H6 O8
C11 H6 O7,-O1,0,11,6,6,0,0,0,0,-1,0,0,C11 H6 O6
C11 H6 O7,H2 O2,1,11,8,9,0,0,0,2,2,0,0,C11 H8 O9
C11 H6 O7,H2 O1,1,11,8,8,0,0,0,2,1,0,0,C11 H8 O8
C26 H16 O19,O1,1,26,16,20,0,0,0,0,1,0,0,C26 H16 O20
C26 H16 O19,-O1,0,26,16,18,0,0,0,0,-1,0,0,C26 H16 O18
C26 H16 O19,H2 O2,1,26,18,21,0,0,0,2,2,0,0,C26 H18 O21
C26 H16 O19,-H2 -O2,0,26,14,17,0,0,0,-2,-2,0,0,C26 H14 O17
C26 H16 O19,C1 H3 -O1 N1,0,27,19,18,1,0,1,3,-1,1,0,C27 H19 N1 O18
C26 H16 O19,H2 O1,1,26,18,20,0,0,0,2,1,0,0,C26 H18 O20
C26 H16 O19,-H2 -O1,0,26,14,18,0,0,0,-2,-1,0,0,C26 H14 O18
C14 H14 N2 O7,O1,1,14,14,8,2,0,0,0,1,0,0,C14 H14 N2 O8
C14 H14 N2 O7,-C1 -H3 O1 -N1,1,13,11,8,1,0,-1,-3,1,-1,0,C13 H11 N1 O8
C14 H14 N2 O7,H2 O1,1,14,16,8,2,0,0,2,1,0,0,C14 H16 N2 O8
C11 H18 O8,-O1,0,11,18,7,0,0,0,0,-1,0,0,C11 H18 O7
C11 H18 O8,-H2 -O1,0,11,16,7,0,0,0,-2,-1,0,0,C11 H16 O7
C29 13C1 H24 O20,O1,1,29,24,21,0,0,0,0,1,0,0,C29 H24 O21
C29 13C1 H24 O20,-O1,0,29,24,19,0,0,0,0,-1,0,0,C29 H24 O19
C29 13C1 H24 O20,H2 O2,1,29,26,22,0,0,0,2,2,0,0,C29 H26 O22
C29 13C1 H24 O20,-H2 -O2,0,29,22,18,0,0,0,-2,-2,0,0,C29 H22 O18
C29 13C1 H24 O20,C1 H3 -O1 N1,0,30,27,19,1,0,1,3,-1,1,0,C30 H27 N1 O19
C29 13C1 H24 O20,H2 O1,1,29,26,21,0,0,0,2,1,0,0,C29 H26 O21
C29 13C1 H24 O20,-H2 -O1,0,29,22,19,0,0,0,-2,-1,0,0,C29 H22 O19
C18 H20 O9,O1,1,18,20,10,0,0,0,0,1,0,0,C18 H20 O10
C18 H20 O9,-O1,0,18,20,8,0,0,0,0,-1,0,0,C18 H20 O8
C18 H20 O9,H2 O2,1,18,22,11,0,0,0,2,2,0,0,C18 H22 O11
C18 H20 O9,-H2 -O2,0,18,18,7,0,0,0,-2,-2,0,0,C18 H18 O7
C18 H20 O9,H2 O1,1,18,22,10,0,0,0,2,1,0,0,C18 H22 O10
C18 H20 O9,-H2 -O1,0,18,18,8,0,0,0,-2,-1,0,0,C18 H18 O8
C23 H19 N1 O22,-H2 -O2,0,23,17,20,1,0,0,-2,-2,0,0,C23 H17 N1 O20
C23 H19 N1 O22,-H2 -O1,0,23,17,21,1,0,0,-2,-1,0,0,C23 H17 N1 O21
C22 H16 N2 O22 S1,O1,1,22,16,23,2,1,0,0,1,0,0,C22 H16 N2 O23 S1
C30 H12 O20,C1 H3 -O1 N1,0,31,15,19,1,0,1,3,-1,1,0,C31 H15 N1 O19
C30 H12 O20,H2 O1,1,30,14,21,0,0,0,2,1,0,0,C30 H14 O21
C14 13C1 H18 O11,O1,1,14,18,12,0,0,0,0,1,0,0,C14 H18 O12
C14 13C1 H18 O11,-O1,0,14,18,10,0,0,0,0,-1,0,0,C14 H18 O10
C14 13C1 H18 O11,-H2 -O2,0,14,16,9,0,0,0,-2,-2,0,0,C14 H16 O9
C14 13C1 H18 O11,-H2 -O1,0,14,16,10,0,0,0,-2,-1,0,0,C14 H16 O10
C25 H26 N2 O24 S1,-O1,0,25,26,23,2,1,0,0,-1,0,0,C25 H26 N2 O23 S1
C25 H26 N2 O24 S1,-H2 -O2,0,25,24,22,2,1,0,-2,-2,0,0,C25 H24 N2 O22 S1
C25 H26 N2 O24 S1,-H2 -O1,0,25,24,23,2,1,0,-2,-1,0,0,C25 H24 N2 O23 S1
C33 H22 O22,O1,1,33,22,23,0,0,0,0,1,0,0,C33 H22 O23
C33 H22 O22,-O1,0,33,22,21,0,0,0,0,-1,0,0,C33 H22 O21
C33 H22 O22,-H2 -O2,0,33,20,20,0,0,0,-2,-2,0,0,C33 H20 O20
C33 H22 O22,H2 O1,1,33,24,23,0,0,0,2,1,0,0,C33 H24 O23
C33 H22 O22,-H2 -O1,0,33,20,21,0,0,0,-2,-1,0,0,C33 H20 O21
C22 13C1 H18 O12,O1,1,22,18,13,0,0,0,0,1,0,0,C22 H18 O13
C22 13C1 H18 O12,-O1,0,22,18,11,0,0,0,0,-1,0,0,C22 H18 O11
C22 13C1 H18 O12,H2 O2,1,22,20,14,0,0,0,2,2,0,0,C22 H20 O14
C22 13C1 H18 O12,H2 O1,1,22,20,13,0,0,0,2,1,0,0,C22 H20 O13
C22 13C1 H18 O12,-H2 -O1,0,22,16,11,0,0,0,-2,-1,0,0,C22 H16 O11
C20 H17 N1 O19,C1 H3 -O1 N1,0,21,20,18,2,0,1,3,-1,1,0,C21 H20 N2 O18
C22 H18 O11,O1,1,22,18,12,0,0,0,0,1,0,0,C22 H18 O12
C22 H18 O11,H2 O2,1,22,20,13,0,0,0,2,2,0,0,C22 H20 O13
C22 H18 O11,H2 O1,1,22,20,12,0,0,0,2,1,0,0,C22 H20 O12
C18 H17 N1 O21,-O1,0,18,17,20,1,0,0,0,-1,0,0,C18 H17 N1 O20
C18 H17 N1 O21,-H2 -O1,0,18,15,20,1,0,0,-2,-1,0,0,C18 H15 N1 O20
C37 H74 O3,O1,1,37,74,4,0,0,0,0,1,0,0,C37 H74 O4
C37 H74 O3,-O1,0,37,74,2,0,0,0,0,-1,0,0,C37 H74 O2
C37 H74 O3,H2 O2,1,37,76,5,0,0,0,2,2,0,0,C37 H76 O5
C37 H74 O3,H2 O1,1,37,76,4,0,0,0,2,1,0,0,C37 H76 O4
C37 H74 O3,-H2 -O1,0,37,72,2,0,0,0,-2,-1,0,0,C37 H72 O2
C28 H26 O15,O1,1,28,26,16,0,0,0,0,1,0,0,C28 H26 O16
C28 H26 O15,-O1,0,28,26,14,0,0,0,0,-1,0,0,C28 H26 O14
C28 H26 O15,H2 O2,1,28,28,17,0,0,0,2,2,0,0,C28 H28 O17
C28 H26 O15,H2 O1,1,28,28,16,0,0,0,2,1,0,0,C28 H28 O16
C11 H14 O9,O1,1,11,14,10,0,0,0,0,1,0,0,C11 H14 O10
C11 H14 O9,-O1,0,11,14,8,0,0,0,0,-1,0,0,C11 H14 O8
C11 H14 O9,-H2 -O2,0,11,12,7,0,0,0,-2,-2,0,0,C11 H12 O7
C11 H14 O9,C1 H3 -O1 N1,0,12,17,8,1,0,1,3,-1,1,0,C12 H17 N1 O8
C11 H14 O9,-H2 -O1,0,11,12,8,0,0,0,-2,-1,0,0,C11 H12 O8
C21 H17 N1 O20,H2 O2,1,21,19,22,1,0,0,2,2,0,0,C21 H19 N1 O22
C21 H17 N1 O20,C1 H3 -O1 N1,0,22,20,19,2,0,1,3,-1,1,0,C22 H20 N2 O19
C21 H17 N1 O20,-H2 -O1,0,21,15,19,1,0,0,-2,-1,0,0,C21 H15 N1 O19
C14 H20 O10,O1,1,14,20,11,0,0,0,0,1,0,0,C14 H20 O11
C14 H20 O10,-O1,0,14,20,9,0,0,0,0,-1,0,0,C14 H20 O9
C14 H20 O10,-H2 -O2,0,14,18,8,0,0,0,-2,-2,0,0,C14 H18 O8
C14 H20 O10,-H2 -O1,0,14,18,9,0,0,0,-2,-1,0,0,C14 H18 O9
C11 H7 N1 O8,O1,1,11,7,9,1,0,0,0,1,0,0,C11 H7 N1 O9
C11 H7 N1 O8,-O1,0,11,7,7,1,0,0,0,-1,0,0,C11 H7 N1 O7
C22 13C1 H22 O15,O1,1,22,22,16,0,0,0,0,1,0,0,C22 H22 O16
C22 13C1 H22 O15,-O1,0,22,22,14,0,0,0,0,-1,0,0,C22 H22 O14
C22 13C1 H22 O15,H2 O2,1,22,24,17,0,0,0,2,2,0,0,C22 H24 O17
C22 13C1 H22 O15,-H2 -O2,0,22,20,13,0,0,0,-2,-2,0,0,C22 H20 O13
C22 13C1 H22 O15,C1 H3 -O1 N1,0,23,25,14,1,0,1,3,-1,1,0,C23 H25 N1 O14
C22 13C1 H22 O15,H2 O1,1,22,24,16,0,0,0,2,1,0,0,C22 H24 O16
C22 13C1 H22 O15,-H2 -O1,0,22,20,14,0,0,0,-2,-1,0,0,C22 H20 O14
C18 13C1 H16 O13,O1,1,18,16,14,0,0,0,0,1,0,0,C18 H16 O14
C18 13C1 H16 O13,-O1,0,18,16,12,0,0,0,0,-1,0,0,C18 H16 O12
C18 13C1 H16 O13,H2 O2,1,18,18,15,0,0,0,2,2,0,0,C18 H18 O15
C18 13C1 H16 O13,-H2 -O2,0,18,14,11,0,0,0,-2,-2,0,0,C18 H14 O11
C18 13C1 H16 O13,C1 H3 -O1 N1,0,19,19,12,1,0,1,3,-1,1,0,C19 H19 N1 O12
C18 13C1 H16 O13,H2 O1,1,18,18,14,0,0,0,2,1,0,0,C18 H18 O14
C18 13C1 H16 O13,-H2 -O1,0,18,14,12,0,0,0,-2,-1,0,0,C18 H14 O12
C29 H19 N1 O19 S1,-O1,0,29,19,18,1,1,0,0,-1,0,0,C29 H19 N1 O18 S1
C29 H19 N1 O19 S1,C1 H3 -O1 N1,0,30,22,18,2,1,1,3,-1,1,0,C30 H22 N2 O18 S1
C29 H19 N1 O19 S1,-H2 -O1,0,29,17,18,1,1,0,-2,-1,0,0,C29 H17 N1 O18 S1
C13 H18 O8,O1,1,13,18,9,0,0,0,0,1,0,0,C13 H18 O9
C13 H18 O8,-O1,0,13,18,7,0,0,0,0,-1,0,0,C13 H18 O7
C13 H18 O8,H2 O2,1,13,20,10,0,0,0,2,2,0,0,C13 H20 O10
C13 H18 O8,-H2 -O2,0,13,16,6,0,0,0,-2,-2,0,0,C13 H16 O6
C13 H18 O8,H2 O1,1,13,20,9,0,0,0,2,1,0,0,C13 H20 O9
C13 H18 O8,-H2 -O1,0,13,16,7,0,0,0,-2,-1,0,0,C13 H16 O7
C17 H20 O14,-O1,0,17,20,13,0,0,0,0,-1,0,0,C17 H20 O13
C17 H20 O14,-H2 -O2,0,17,18,12,0,0,0,-2,-2,0,0,C17 H18 O12
